epoch,avg_loss,delta,learning_rate
1,0.016304827621206643,0.0,5e-05
2,0.0087475462583825,0.007557281362824143,5e-05
3,0.006963049923069775,0.0017844963353127246,5e-05
4,0.0033639927743934093,0.0035990571486763656,5e-05
5,0.00244491589255631,0.0009190768818370994,5e-05
6,0.0020721428212709726,0.0003727730712853373,5e-05
7,0.0018306140264030546,0.00024152879486791798,5e-05
8,0.0016262157645542175,0.00020439826184883705,5e-05
9,0.0013935210881754756,0.00023269467637874195,5e-05
10,0.0011395969369914383,0.0002539241511840373,5e-05
11,0.0009533318283502012,0.00018626510864123709,5e-05
12,0.0008305325434776023,0.00012279928487259897,5e-05
13,0.0007473739125998691,8.315863087773314e-05,5e-05
14,0.0006925909692654386,5.47829433344305e-05,5e-05
15,0.0006498534668935463,4.273750237189229e-05,5e-05
16,0.0006170191220007837,3.28343448927626e-05,5e-05
17,0.0005924203345784917,2.4598787422292e-05,5e-05
18,0.0005710996585548856,2.1320676023606146e-05,5e-05
19,0.0005517447352758609,1.9354923279024704e-05,5e-05
20,0.0005362769952625968,1.546774001326412e-05,5e-05
