epoch,avg_loss,delta,learning_rate
1,0.010484712151810526,0.0,0.0001
2,0.006502983556129038,0.003981728595681488,0.0001
3,0.00222501257667318,0.004277970979455858,0.0001
4,0.0012588551675435156,0.0009661574091296642,0.0001
5,0.0010105090186698362,0.0002483461488736794,0.0001
6,0.0008670612529385835,0.0001434477657312527,0.0001
7,0.0006880719141918234,0.00017898933874676008,0.0001
8,0.0005357396439649165,0.00015233227022690696,0.0001
9,0.0004364404463558458,9.929919760907067e-05,0.0001
10,0.00039570892113260925,4.073152522323655e-05,0.0001
11,0.0003740246240340639,2.168429709854537e-05,0.0001
12,0.0003200470659066923,5.3977558127371605e-05,0.0001
13,0.0002953559102024883,2.469115570420395e-05,0.0001
14,0.00027661756248562595,1.873834771686238e-05,0.0001
15,0.0002693315691431053,7.285993342520647e-06,0.0001
16,0.00023674698313698174,3.258458600612356e-05,0.0001
17,0.0002322961841855431,4.450798951438644e-06,0.0001
18,0.0002067826353595592,2.5513548825983884e-05,0.0001
19,0.00019586172384151724,1.0920911518041965e-05,0.0001
20,0.00021243665214569772,-1.657492830418048e-05,0.0001
